"BUSINESS DATE","BRANCH CODE","BRANCH NAME","REGION","DISTRICT","SAVING DEPOSIT","DEMAND DEPOSIT","TIME DEPOSIT","TOTAL CONVENTIONAL","WADIAH DEPOSIT","AMANAH DEPOSIT","MUDARABAH SAVING DEPOSIT","MUDARABAH TERM DEPOSIT","TOTAL IFB","TOTAL DEPOSIT","TOTAL IFB","TOTAL DEPOSIT",
"6/30/2024 12:00:00 AM","ET0010001","AMHARA BANK S.C.","Amhara Bank South West","SOUTH WEST DISTRICT","0","290","0","2,071,812,574","0","0","0","0","0.00","2,071,812,574.39","0","2,071,812,574",
"6/30/2024 12:00:00 AM","ET0010002","International Banking","Amhara Bank South West","SOUTH WEST DISTRICT","0","0","0","0","0","0","0","0","0.00","0.00","0","0",
"6/30/2024 12:00:00 AM","ET0010003","Digital Banking","Amhara Bank South West","SOUTH WEST DISTRICT","0","0","0","0","0","0","0","0","0.00","0.00","0","0",
"6/30/2024 12:00:00 AM","ET0010004","Addis Abeba","Amhara Bank South West","SOUTH WEST DISTRICT","285,974,213","287,638,571","14,750,500","588,363,283","610,254","1,552,823","0","0","2,163,077.32","590,526,360.50","2,163,077","590,526,361",
"6/30/2024 12:00:00 AM","ET0010005","Bahirdar","Amhara Bank Northern Region","BAHIR DAR DISTRICT","576,934,025","588,000,521","100,000,000","1,264,934,546","781,290","541,304","0","0","1,322,594.30","1,266,257,140.79","1,322,594","1,266,257,141",
"6/30/2024 12:00:00 AM","ET0010006","Addisu Gebeya","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","231,138,921","7,480,822","0","238,619,743","57,268","0","0","0","57,267.85","238,677,010.84","57,268","238,677,011",
"6/30/2024 12:00:00 AM","ET0010007","Arat Killo","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","248,066,599","7,481,294","22,000,000","277,547,892","5,383","0","0","0","5,382.89","277,553,275.29","5,383","277,553,275",
"6/30/2024 12:00:00 AM","ET0010008","Ayat Adebabay","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","185,994,725","1,340,040","0","187,334,765","799,658","0","0","0","799,657.50","188,134,422.65","799,658","188,134,423",
"6/30/2024 12:00:00 AM","ET0010009","Bole 24","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","141,774,581","12,654,360","9,501,600","163,930,541","160,375","192,770","0","0","353,144.54","164,283,685.78","353,145","164,283,686",
"6/30/2024 12:00:00 AM","ET0010010","Bole Medhanialem","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","137,551,385","97,062,556","16,062,000","250,675,941","139,543","900","0","0","140,442.60","250,816,383.35","140,443","250,816,383",
"6/30/2024 12:00:00 AM","ET0010011","Bole Michael","Amhara Bank South West","SOUTH WEST DISTRICT","106,795,941","10,255,915","0","117,051,856","128,491","1,513","0","0","130,003.99","117,181,860.02","130,004","117,181,860",
"6/30/2024 12:00:00 AM","ET0010012","Gotera","Amhara Bank South West","SOUTH WEST DISTRICT","79,168,775","36,816,523","0","115,985,299","169,476","92,614","0","0","262,089.67","116,247,388.28","262,090","116,247,388",
"6/30/2024 12:00:00 AM","ET0010013","Haya Hulet","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","61,749,251","12,338,420","11,400,000","85,487,670","22,261","216","0","0","22,476.53","85,510,146.84","22,477","85,510,147",
"6/30/2024 12:00:00 AM","ET0010014","Lem Hotel","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","205,870,543","15,565,660","150,000,000","371,436,203","43,770","1,000","0","0","44,770.32","371,480,973.41","44,770","371,480,973",
"6/30/2024 12:00:00 AM","ET0010015","Megenagna","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","95,138,045","17,582,561","0","112,720,606","94,808","0","0","0","94,808.38","112,815,414.37","94,808","112,815,414",
"6/30/2024 12:00:00 AM","ET0010016","Arerti","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","77,208,583","4,001,315","15,000,000","96,209,898","104,391","0","0","0","104,390.55","96,314,288.99","104,391","96,314,289",
"6/30/2024 12:00:00 AM","ET0010017","Bishoftu","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","57,138,882","6,746,816","0","63,885,699","124,024","0","0","0","124,024.40","64,009,723.08","124,024","64,009,723",
"6/30/2024 12:00:00 AM","ET0010018","Debre Birhan","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","178,632,112","39,250,574","0","217,882,686","109,902","0","0","0","109,902.40","217,992,588.48","109,902","217,992,588",
"6/30/2024 12:00:00 AM","ET0010019","Mehal Meda","","","0","0","0","0","0","0","0","0","0.00","0.00","0","0",
"6/30/2024 12:00:00 AM","ET0010020","Shewa Robit","Amhara Bank Northern Region","DESSIE DISTRICT","113,522,116","2,646,151","0","116,168,267","2,039,166","0","0","0","2,039,165.88","118,207,432.64","2,039,166","118,207,433",
"6/30/2024 12:00:00 AM","ET0010021","Lideta","Amhara Bank South West","SOUTH WEST DISTRICT","152,202,250","24,298,553","5,000,000","181,500,802","379,083","350,615","0","0","729,697.77","182,230,500.25","729,698","182,230,500",
"6/30/2024 12:00:00 AM","ET0010022","Dubai Tera","Amhara Bank South West","SOUTH WEST DISTRICT","51,383,548","6,451,467","0","57,835,015","1,016,276","4,945","0","0","1,021,220.79","58,856,235.67","1,021,221","58,856,236",
"6/30/2024 12:00:00 AM","ET0010023","Ehil Berenda","Amhara Bank South West","SOUTH WEST DISTRICT","125,454,400","9,961,495","0","135,415,895","964,633","1,255","0","0","965,888.40","136,381,783.83","965,888","136,381,784",
"6/30/2024 12:00:00 AM","ET0010024","Gojam Berenda","Amhara Bank South West","SOUTH WEST DISTRICT","82,684,614","3,521,407","0","86,206,021","3,547,340","2,612,280","0","0","6,159,619.94","92,365,641.06","6,159,620","92,365,641",
"6/30/2024 12:00:00 AM","ET0010025","Hana Mariam","Amhara Bank South West","SOUTH WEST DISTRICT","176,047,767","479,587","2,000,000","178,527,354","379,257","0","0","0","379,257.14","178,906,611.27","379,257","178,906,611",
"6/30/2024 12:00:00 AM","ET0010026","Jemo","Amhara Bank South West","SOUTH WEST DISTRICT","163,171,610","1,524,169","9,658,668","174,354,447","2,474,000","5,580","0","0","2,479,579.68","176,834,026.28","2,479,580","176,834,026",
"6/30/2024 12:00:00 AM","ET0010027","Commerce","Amhara Bank South West","SOUTH WEST DISTRICT","65,530,473","5,178,001","0","70,708,474","306,965","0","0","0","306,965.32","71,015,439.56","306,965","71,015,440",
"6/30/2024 12:00:00 AM","ET0010028","Shema Tera","Amhara Bank South West","SOUTH WEST DISTRICT","66,205,819","1,427,806","0","67,633,625","1,654,404","1,330","0","0","1,655,733.82","69,289,358.41","1,655,734","69,289,358",
"6/30/2024 12:00:00 AM","ET0010029","Tor Hayloch","Amhara Bank South West","SOUTH WEST DISTRICT","78,607,547","150,875","0","78,758,421","292,261","962","0","0","293,222.61","79,051,643.88","293,223","79,051,644",
"6/30/2024 12:00:00 AM","ET0010030","Hawassa","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","129,222,257","7,694,616","7,450,000","144,366,873","39,472","0","0","0","39,472.41","144,406,345.51","39,472","144,406,346",
"6/30/2024 12:00:00 AM","ET0010031","Hossaena","Amhara Bank South West","SOUTH WEST DISTRICT","28,087,207","1,014,017","0","29,101,223","1,156,213","0","0","0","1,156,212.51","30,257,435.96","1,156,213","30,257,436",
"6/30/2024 12:00:00 AM","ET0010032","Shashemene","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","25,407,922","1,419,866","0","26,827,789","16,575","3,120","0","0","19,694.87","26,847,483.46","19,695","26,847,483",
"6/30/2024 12:00:00 AM","ET0010033","Wolkite","Amhara Bank South West","SOUTH WEST DISTRICT","32,923,386","629,867","0","33,553,253","715,956","0","0","0","715,956.30","34,269,209.10","715,956","34,269,209",
"6/30/2024 12:00:00 AM","ET0010034","Woliso","Amhara Bank South West","SOUTH WEST DISTRICT","17,214,012","792,369","0","18,006,380","299,883","0","0","0","299,883.05","18,306,263.40","299,883","18,306,263",
"6/30/2024 12:00:00 AM","ET0010035","Belay Zeleke","Amhara Bank Northern Region","BAHIR DAR DISTRICT","130,505,775","12,040,196","16,000,000","158,545,971","1,686,931","275,764","0","0","1,962,695.62","160,508,666.62","1,962,696","160,508,667",
"6/30/2024 12:00:00 AM","ET0010036","Debreselam","Amhara Bank Northern Region","BAHIR DAR DISTRICT","149,050,280","513,952,384","0","663,002,665","2,077,686","150","0","0","2,077,835.88","665,080,500.51","2,077,836","665,080,501",
"6/30/2024 12:00:00 AM","ET0010037","Fasilo","Amhara Bank Northern Region","BAHIR DAR DISTRICT","181,314,162","45,980,077","16,156,968","243,451,207","398,702","340","0","0","399,042.32","243,850,249.65","399,042","243,850,250",
"6/30/2024 12:00:00 AM","ET0010038","Ghion","Amhara Bank Northern Region","BAHIR DAR DISTRICT","133,830,004","66,706,625","0","200,536,628","1,683,288","181,375","0","0","1,864,662.64","202,401,290.83","1,864,663","202,401,291",
"6/30/2024 12:00:00 AM","ET0010039","Shimbit","Amhara Bank Northern Region","BAHIR DAR DISTRICT","141,912,536","121,574,707","0","263,487,243","47,695","0","0","0","47,695.40","263,534,938.33","47,695","263,534,938",
"6/30/2024 12:00:00 AM","ET0010040","Zembaba","Amhara Bank Northern Region","BAHIR DAR DISTRICT","126,732,572","23,512,995","37,500,000","187,745,567","3,024,189","2,782,043","0","0","5,806,231.92","193,551,798.76","5,806,232","193,551,799",
"6/30/2024 12:00:00 AM","ET0010041","Bichena","Amhara Bank Northern Region","BAHIR DAR DISTRICT","78,193,400","6,488,599","0","84,681,999","361,414","9,968","0","0","371,382.57","85,053,381.16","371,383","85,053,381",
"6/30/2024 12:00:00 AM","ET0010042","Burie","Amhara Bank Northern Region","BAHIR DAR DISTRICT","81,475,381","9,685,251","0","91,160,632","467,113","157,817","0","0","624,930.09","91,785,562.11","624,930","91,785,562",
"6/30/2024 12:00:00 AM","ET0010043","Dangila","Amhara Bank Northern Region","BAHIR DAR DISTRICT","51,280,278","4,270,843","0","55,551,121","285,802","3,414","0","0","289,216.41","55,840,337.80","289,216","55,840,338",
"6/30/2024 12:00:00 AM","ET0010044","Debre Markos","Amhara Bank Northern Region","BAHIR DAR DISTRICT","251,345,798","107,223,877","0","358,569,675","8,733","0","0","0","8,733.20","358,578,407.92","8,733","358,578,408",
"6/30/2024 12:00:00 AM","ET0010045","Menkorer","Amhara Bank Northern Region","BAHIR DAR DISTRICT","93,836,444","8,064,257","0","101,900,700","8,526","0","0","0","8,525.56","101,909,226.03","8,526","101,909,226",
"6/30/2024 12:00:00 AM","ET0010046","Enjibara","Amhara Bank Northern Region","BAHIR DAR DISTRICT","78,909,002","54,091,347","0","133,000,349","29,560","0","50","0","29,610.01","133,029,958.93","29,610","133,029,959",
"6/30/2024 12:00:00 AM","ET0010047","Finoteselam","Amhara Bank Northern Region","BAHIR DAR DISTRICT","95,361,875","21,388,276","0","116,750,151","506,457","751","0","0","507,208.58","117,257,359.62","507,209","117,257,360",
"6/30/2024 12:00:00 AM","ET0010048","Arada","Amhara Bank Northern Region","GONDER DISTRICT","123,740,050","760,241","24,520,561","149,020,852","1,433,233","16,900","0","0","1,450,132.87","150,470,984.78","1,450,133","150,470,985",
"6/30/2024 12:00:00 AM","ET0010049","Maraki","Amhara Bank Northern Region","GONDER DISTRICT","152,002,339","18,449,008","0","170,451,347","780,342","200,462","0","0","980,804.18","171,432,151.21","980,804","171,432,151",
"6/30/2024 12:00:00 AM","ET0010050","Guna","Amhara Bank Northern Region","GONDER DISTRICT","58,277,507","7,292,721","0","65,570,228","417,273","0","0","0","417,272.90","65,987,500.43","417,273","65,987,500",
"6/30/2024 12:00:00 AM","ET0010051","Merawi","Amhara Bank Northern Region","BAHIR DAR DISTRICT","44,418,009","4,610,070","0","49,028,079","463,330","0","0","0","463,330.32","49,491,409.55","463,330","49,491,410",
"6/30/2024 12:00:00 AM","ET0010052","Motta","Amhara Bank Northern Region","BAHIR DAR DISTRICT","47,102,581","5,269,985","10,000,000","62,372,566","988,103","250","0","0","988,352.67","63,360,918.41","988,353","63,360,918",
"6/30/2024 12:00:00 AM","ET0010053","Woldiya","Amhara Bank Northern Region","DESSIE DISTRICT","173,386,266","37,774,589","2,577,699","213,738,555","1,279,715","3,546","0","0","1,283,260.50","215,021,815.17","1,283,261","215,021,815",
"6/30/2024 12:00:00 AM","ET0010054","Aba Samuel","Amhara Bank Northern Region","GONDER DISTRICT","177,619,247","7,931,519","0","185,550,766","874,294","1,411,618","0","0","2,285,911.04","187,836,677.06","2,285,911","187,836,677",
"6/30/2024 12:00:00 AM","ET0010055","Bole Bulbulla","Amhara Bank South West","SOUTH WEST DISTRICT","106,624,506","5,352,142","0","111,976,649","202,845","0","0","0","202,845.18","112,179,493.68","202,845","112,179,494",
"6/30/2024 12:00:00 AM","ET0010056","Kombolcha","Amhara Bank Northern Region","DESSIE DISTRICT","172,724,845","17,526,730","0","190,251,576","3,401,147","984,253","0","0","4,385,400.43","194,636,976.11","4,385,400","194,636,976",
"6/30/2024 12:00:00 AM","ET0010057","Adwa Dildiy","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","118,722,850","8,832,837","0","127,555,687","162,208","55,629","0","0","217,836.76","127,773,523.83","217,837","127,773,524",
"6/30/2024 12:00:00 AM","ET0010058","Debre Tabor","Amhara Bank Northern Region","GONDER DISTRICT","107,681,552","15,565,158","35,665,629","158,912,339","61,537","0","0","0","61,536.70","158,973,875.59","61,537","158,973,876",
"6/30/2024 12:00:00 AM","ET0010059","Dansha","Amhara Bank Northern Region","GONDER DISTRICT","47,870,743","3,470,123","0","51,340,867","1,097,774","0","0","0","1,097,774.20","52,438,640.74","1,097,774","52,438,641",
"6/30/2024 12:00:00 AM","ET0010060","Dessie","Amhara Bank Northern Region","DESSIE DISTRICT","116,385,272","42,937,866","0","159,323,138","6,351,931","113,082","0","0","6,465,013.23","165,788,151.26","6,465,013","165,788,151",
"6/30/2024 12:00:00 AM","ET0010061","Tossa","Amhara Bank Northern Region","DESSIE DISTRICT","66,146,761","5,726,093","0","71,872,854","1,420,034","1,975","0","0","1,422,008.68","73,294,862.96","1,422,009","73,294,863",
"6/30/2024 12:00:00 AM","ET0010062","Kemissie","Amhara Bank Northern Region","DESSIE DISTRICT","10,782,936","115,978","0","10,898,914","3,057,013","1,911,938","0","0","4,968,951.01","15,867,865.42","4,968,951","15,867,865",
"6/30/2024 12:00:00 AM","ET0010063","Mekaneselam","Amhara Bank Northern Region","DESSIE DISTRICT","26,348,310","2,287,872","0","28,636,182","1,591,389","0","0","0","1,591,389.44","30,227,571.06","1,591,389","30,227,571",
"6/30/2024 12:00:00 AM","ET0010064","Maksegnit","Amhara Bank Northern Region","GONDER DISTRICT","55,224,900","5,049,690","0","60,274,590","1,333,700","0","0","0","1,333,700.44","61,608,290.69","1,333,700","61,608,291",
"6/30/2024 12:00:00 AM","ET0010065","Ferensay Legasion","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","130,003,874","232,120","700,000","130,935,994","0","0","0","0","0.00","130,935,994.00","0","130,935,994",
"6/30/2024 12:00:00 AM","ET0010066","SARBET BRANCH","Amhara Bank South West","SOUTH WEST DISTRICT","113,765,119","26,382,576","0","140,147,695","2,587,446","136,374","0","0","2,723,820.19","142,871,515.66","2,723,820","142,871,516",
"6/30/2024 12:00:00 AM","ET0010067","SEKOTA BRANCH","Amhara Bank Northern Region","DESSIE DISTRICT","36,085,182","9,333,164","0","45,418,346","291,087","0","0","0","291,086.72","45,709,432.66","291,087","45,709,433",
"6/30/2024 12:00:00 AM","ET0010068","Yirgalem Branch","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","27,536,871","2,953,008","0","30,489,879","535,065","3,603,987","0","0","4,139,051.82","34,628,930.77","4,139,052","34,628,931",
"6/30/2024 12:00:00 AM","ET0010069","Adama Aba Geda","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","87,282,384","3,736,263","0","91,018,647","121,502","500","0","0","122,001.74","91,140,649.18","122,002","91,140,649",
"6/30/2024 12:00:00 AM","ET0010070","Atse Fasiledes","Amhara Bank Northern Region","GONDER DISTRICT","129,824,610","1,187,362","0","131,011,972","140,235","4,645","0","0","144,880.35","131,156,852.65","144,880","131,156,853",
"6/30/2024 12:00:00 AM","ET0010071","Beklobet Branch","Amhara Bank South West","SOUTH WEST DISTRICT","150,924,616","105,498,304","3,000,000","259,422,920","26,432","0","0","0","26,432.40","259,449,352.33","26,432","259,449,352",
"6/30/2024 12:00:00 AM","ET0010072","Dabat Branch","Amhara Bank Northern Region","GONDER DISTRICT","56,108,298","3,410,742","0","59,519,040","805,984","0","0","0","805,983.64","60,325,023.55","805,984","60,325,024",
"6/30/2024 12:00:00 AM","ET0010073","Debrework Branch","Amhara Bank Northern Region","BAHIR DAR DISTRICT","33,598,786","2,417,199","0","36,015,986","2,415","0","0","0","2,415.00","36,018,400.59","2,415","36,018,401",
"6/30/2024 12:00:00 AM","ET0010074","Dejen Branch","Amhara Bank Northern Region","BAHIR DAR DISTRICT","71,602,615","3,564,371","0","75,166,986","85,710","0","0","0","85,710.19","75,252,696.43","85,710","75,252,696",
"6/30/2024 12:00:00 AM","ET0010075","Genda Wuha","Amhara Bank Northern Region","GONDER DISTRICT","100,592,262","47,408,650","0","148,000,912","3,510,013","59,353","0","0","3,569,365.73","151,570,277.43","3,569,366","151,570,277",
"6/30/2024 12:00:00 AM","ET0010076","Gonder","Amhara Bank Northern Region","GONDER DISTRICT","332,259,983","23,988,456","0","356,248,439","786,864","1,989,475","0","0","2,776,338.80","359,024,777.42","2,776,339","359,024,777",
"6/30/2024 12:00:00 AM","ET0010077","Haik Branch","Amhara Bank Northern Region","DESSIE DISTRICT","41,419,443","9,649,358","0","51,068,801","9,363,835","1,015","0","0","9,364,849.80","60,433,650.79","9,364,850","60,433,651",
"6/30/2024 12:00:00 AM","ET0010078","Lafto Branch","Amhara Bank South West","SOUTH WEST DISTRICT","103,498,541","6,827,925","16,800,000","127,126,467","618,492","9,780","0","0","628,271.53","127,754,738.08","628,272","127,754,738",
"6/30/2024 12:00:00 AM","ET0010079","Logia Branch","Amhara Bank Northern Region","DESSIE DISTRICT","18,254,673","18,151","0","18,272,824","1,697,323","982","0","0","1,698,304.71","19,971,128.64","1,698,305","19,971,129",
"6/30/2024 12:00:00 AM","ET0010080","Meskelegna","AMHARA BANK SOUTH EAST","ADAMA DISTRICT","41,342,499","3,149,366","2,265,000","46,756,866","79,749","850","0","0","80,599.31","46,837,465.21","80,599","46,837,465",
"6/30/2024 12:00:00 AM","ET0010081","Buanbua Wuha","Amhara Bank Northern Region","DESSIE DISTRICT","79,440,504","7,710,385","0","87,150,888","1,637,785","19,006","0","0","1,656,790.52","88,807,678.94","1,656,791","88,807,679",
"6/30/2024 12:00:00 AM","ET0010082","Abay Mado","Amhara Bank Northern Region","BAHIR DAR DISTRICT","183,860,714","58,362,253","0","242,222,967","276,913","0","0","0","276,912.61","242,499,879.83","276,913","242,499,880",
"6/30/2024 12:00:00 AM","ET0010083","Atse Sertsedingil","Amhara Bank Northern Region","BAHIR DAR DISTRICT","84,998,071","21,833,013","0","106,831,084","315,991","79,040","0","0","395,030.76","107,226,114.93","395,031","107,226,115",
"6/30/2024 12:00:00 AM","ET0010084","Addis Alem","Amhara Bank Northern Region","BAHIR DAR DISTRICT","64,710,966","2,611,485","0","67,322,450","425,948","65,909","0","0","491,857.41","67,814,307.81","491,857","67,814,308",
"6/30/2024 12:00:00 AM","ET0010085","Addis Zemen","Amhara Bank Northern Region","GONDER DISTRICT","66,399,707","2,224,165","0","68,623,872","1,084,925","96","0","0","1,085,020.78","69,708,892.75","1,085,021","69,708,893",
"6/30/2024 12:00:00 AM","ET0010086","Amanuel","Amhara Bank Northern Region","BAHIR DAR DISTRICT","60,888,858","2,272,808","0","63,161,666","200","0","0","0","200.00","63,161,866.24","200","63,161,866",
"6/30/2024 12:00:00 AM","ET0010087","Atse Tewodros","Amhara Bank Northern Region","GONDER DISTRICT","83,598,168","84,651,097","0","168,249,265","245,935","30","0","0","245,964.19","168,495,229.58","245,964","168,495,230",
"6/30/2024 12:00:00 AM","ET0010088","Ayat 72","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","63,382,059","4,833,784","0","68,215,843","70,968","0","0","0","70,967.71","68,286,811.09","70,968","68,286,811",
"6/30/2024 12:00:00 AM","ET0010089","Bati","Amhara Bank Northern Region","DESSIE DISTRICT","4,630,804","4,339,428","0","8,970,232","2,496,671","594,171","0","0","3,090,842.21","12,061,074.08","3,090,842","12,061,074",
"6/30/2024 12:00:00 AM","ET0010090","Bethel","Amhara Bank South West","SOUTH WEST DISTRICT","104,584,078","6,016,584","2,000,000","112,600,662","1,825,261","1,799","0","0","1,827,060.31","114,427,722.23","1,827,060","114,427,722",
"6/30/2024 12:00:00 AM","ET0010091","Bezawit","Amhara Bank Northern Region","BAHIR DAR DISTRICT","139,584,493","5,943,331","0","145,527,824","382,487","8,365","0","0","390,852.45","145,918,676.26","390,852","145,918,676",
"6/30/2024 12:00:00 AM","ET0010092","Chagni","Amhara Bank Northern Region","BAHIR DAR DISTRICT","11,967,004","3,912,944","0","15,879,948","0","0","0","0","0.00","15,879,948.19","0","15,879,948",
"6/30/2024 12:00:00 AM","ET0010093","Debark","Amhara Bank Northern Region","GONDER DISTRICT","118,737,024","61,801,623","0","180,538,648","471,894","0","0","0","471,894.14","181,010,541.72","471,894","181,010,542",
"6/30/2024 12:00:00 AM","ET0010094","Delgi","Amhara Bank Northern Region","GONDER DISTRICT","33,669,890","2,164,115","0","35,834,005","306,554","0","0","0","306,554.40","36,140,559.27","306,554","36,140,559",
"6/30/2024 12:00:00 AM","ET0010095","Estie","Amhara Bank Northern Region","GONDER DISTRICT","53,437,882","4,606,474","0","58,044,357","185,342","0","0","0","185,341.51","58,229,698.06","185,342","58,229,698",
"6/30/2024 12:00:00 AM","ET0010096","Gish Abay","Amhara Bank Northern Region","BAHIR DAR DISTRICT","39,524,813","1,806,072","3,200,000","44,530,885","1,561,549","858","0","0","1,562,407.61","46,093,292.56","1,562,408","46,093,293",
"6/30/2024 12:00:00 AM","ET0010097","Humera","Amhara Bank Northern Region","GONDER DISTRICT","39,454,795","11,809,143","0","51,263,938","379,896","726","0","0","380,621.25","51,644,559.58","380,621","51,644,560",
"6/30/2024 12:00:00 AM","ET0010098","Kara","AMHARA BANK SOUTH EAST","SOUTH EAST DISTRICT","110,743,490","494,625","2,700,000","113,938,115","1,106,909","0","0","0","1,106,909.41","115,045,024.22","1,106,909","115,045,024",
"6/30/2024 12:00:00 AM","ET0010099","Kidus Lalibela","Amhara Bank Northern Region","DESSIE DISTRICT","74,214,818","54,763,721","0","128,978,538","16,332","0","0","0","16,332.40","128,994,870.78","16,332","128,994,871",
